(('2336', '3179'), 3)
(('480', '3499'), 3)
(('3175', '2700'), 5)
(('198', '3471'), 4)
(('3354', '2720'), 3)
(('3534', '318'), 6)
(('3793', '2718'), 3)
(('2145', '1016'), 3)
(('3358', '1721'), 3)
(('965', '905'), 3)
(('903', '3623'), 3)
(('3753', '2826'), 4)
(('2262', '2791'), 4)
(('1997', '1275'), 3)
(('1293', '2028'), 7)
(('2571', '3107'), 3)
(('1294', '2174'), 3)
(('1997', '377'), 5)
(('3821', '3301'), 3)
(('3005', '2605'), 12)
(('2916', '1573'), 7)
(('3175', '1214'), 11)
(('3175', '3702'), 7)
(('24', '608'), 5)
(('480', '2617'), 4)
(('3176', '350'), 4)
(('3409', '1673'), 3)
(('3527', '2133'), 3)
(('3928', '3932'), 4)
(('1238', '3623'), 3)
(('1288', '318'), 5)
(('1952', '1225'), 3)
(('2288', '1097'), 3)
(('1175', '1240'), 4)
(('2908', '3556'), 3)
(('1617', '3868'), 4)
(('1028', '2987'), 3)
(('2020', '1089'), 3)
(('3082', '3052'), 3)
(('2716', '318'), 6)
(('3174', '3755'), 4)
(('2628', '3702'), 7)
(('733', '2402'), 3)
(('1201', '1221'), 4)
(('3160', '150'), 3)
(('1282', '2565'), 5)
(('908', '2529'), 7)
(('1704', '2804'), 6)
(('3361', '1223'), 3)
(('1805', '50'), 5)
(('1961', '1214'), 6)
(('180', '296'), 3)
(('594', '1200'), 3)
(('2023', '3114'), 4)
(('3421', '1240'), 6)
(('2188', '3298'), 5)
(('2054', '1527'), 4)
(('527', '1270'), 12)
(('1732', '1393'), 5)
(('3624', '1210'), 5)
(('208', '2762'), 3)
(('2278', '2006'), 6)
(('2805', '2541'), 6)
(('3448', '593'), 3)
(('2530', '1373'), 3)
(('1028', '594'), 6)
(('2987', '1639'), 4)
(('364', '377'), 4)
(('1265', '1690'), 3)
(('1265', '1270'), 17)
(('2628', '2572'), 6)
(('590', '150'), 6)
(('3504', '1953'), 3)
(('2145', '3526'), 3)
(('466', '1690'), 3)
(('2628', '3157'), 5)
(('2485', '2605'), 7)
(('1500', '1214'), 3)
(('2529', '3702'), 7)
(('2918', '3174'), 3)
(('1', '745'), 4)
(('3363', '1256'), 3)
(('1748', '1127'), 4)
(('2433', '2987'), 6)
(('2406', '1947'), 3)
(('1293', '912'), 3)
(('2762', '2942'), 3)
(('593', '1231'), 3)
(('2161', '260'), 4)
(('535', '3108'), 3)
(('2321', '1198'), 7)
(('25', '1694'), 4)
(('1970', '2791'), 3)
(('1258', '1394'), 3)
(('2995', '2572'), 5)
(('2294', '377'), 4)
(('1265', '2890'), 3)
(('2502', '2555'), 3)
(('2085', '1617'), 3)
(('3081', '2541'), 6)
(('1376', '2987'), 3)
(('785', '2858'), 3)
(('1580', '1035'), 4)
(('1215', '780'), 4)
(('50', '590'), 6)
(('1230', '2858'), 17)
(('1500', '1393'), 3)
(('1225', '1270'), 7)
(('1096', '2291'), 3)
(('3526', '1513'), 3)
(('3176', '3052'), 5)
(('1', '296'), 16)
(('593', '2324'), 3)
(('110', '1201'), 4)
(('260', '318'), 21)
(('2194', '1222'), 5)
(('50', '1294'), 3)
(('454', '3591'), 3)
(('2858', '318'), 42)
(('1265', '1580'), 17)
(('1885', '2396'), 3)
(('260', '2688'), 6)
(('1544', '434'), 3)
(('3450', '1970'), 3)
(('1500', '1127'), 3)
(('246', '1094'), 6)
(('1676', '1372'), 4)
(('3948', '3301'), 3)
(('2194', '1304'), 6)
(('2395', '296'), 5)
(('165', '3744'), 3)
(('2366', '1225'), 4)
(('608', '2431'), 3)
(('3527', '2791'), 5)
(('529', '527'), 4)
(('198', '648'), 3)
(('538', '3060'), 3)
(('2571', '908'), 9)
(('2581', '2710'), 13)
(('2289', '1188'), 4)
(('2013', '1210'), 4)
(('2485', '2763'), 4)
(('1275', '1079'), 3)
(('2105', '2455'), 4)
(('1171', '904'), 3)
(('589', '3481'), 4)
(('2028', '3089'), 3)
(('3638', '1127'), 3)
(('551', '1584'), 3)
(('2716', '1573'), 4)
(('1084', '3735'), 3)
(('788', '1200'), 3)
(('1238', '1270'), 5)
(('2968', '1073'), 9)
(('1271', '1172'), 3)
(('1093', '2710'), 6)
(('2985', '1073'), 3)
(('34', '1179'), 4)
(('1299', '1225'), 7)
(('3362', '111'), 3)
(('858', '1287'), 3)
(('1172', '3114'), 3)
(('2553', '3702'), 3)
(('2407', '3040'), 3)
(('3513', '3408'), 3)
(('110', '2490'), 6)
(('2020', '296'), 5)
(('480', '551'), 4)
(('3398', '858'), 3)
(('2571', '2533'), 5)
(('110', '1556'), 3)
(('1259', '380'), 3)
(('1953', '2947'), 6)
(('2692', '1094'), 7)
(('1961', '3481'), 7)
(('110', '3301'), 9)
(('1259', '3081'), 3)
(('589', '1590'), 3)
(('2916', '2890'), 3)
(('3707', '1240'), 3)
(('3185', '858'), 4)
(('1230', '2918'), 4)
(('595', '3751'), 4)
(('910', '36'), 3)
(('590', '508'), 5)
(('2406', '3020'), 3)
(('25', '293'), 4)
(('1580', '2324'), 7)
(('2161', '318'), 4)
(('3897', '3301'), 5)
(('3409', '2710'), 3)
(('527', '3186'), 5)
(('1188', '708'), 3)
(('3793', '3717'), 9)
(('3409', '1210'), 3)
(('3753', '1377'), 3)
(('910', '1214'), 4)
(('1061', '3052'), 3)
(('3793', '198'), 4)
(('2078', '1097'), 4)
(('593', '919'), 9)
(('1210', '29'), 5)
(('1500', '1036'), 3)
(('2167', '1127'), 4)
(('2628', '1042'), 5)
(('480', '3753'), 8)
(('2598', '2763'), 7)
(('920', '265'), 3)
(('1198', '2605'), 9)
(('1894', '1073'), 3)
(('608', '924'), 4)
(('39', '3108'), 3)
(('661', '3114'), 3)
(('2001', '3614'), 3)
(('110', '316'), 9)
(('1148', '923'), 5)
(('589', '1923'), 8)
(('3448', '1580'), 3)
(('592', '2599'), 3)
(('3897', '3408'), 5)
(('1219', '1094'), 3)
(('1219', '1097'), 4)
(('349', '1240'), 3)
(('2628', '2987'), 13)
(('1219', '1873'), 3)
(('2572', '1270'), 3)
(('2393', '1372'), 8)
(('3210', '1198'), 9)
(('1909', '1196'), 4)
(('2985', '1288'), 4)
(('1234', '1206'), 4)
(('1247', '36'), 3)
(('527', '235'), 4)
(('608', '1223'), 3)
(('50', '786'), 3)
(('2706', '3298'), 6)
(('3113', '1127'), 5)
(('3793', '1954'), 3)
(('3703', '2288'), 7)
(('2598', '1097'), 3)
(('2858', '3552'), 3)
(('2707', '223'), 4)
(('1292', '1580'), 4)
(('1952', '1252'), 3)
(('2111', '608'), 3)
(('1036', '1252'), 4)
(('1196', '1957'), 3)
(('2628', '3932'), 4)
(('529', '2289'), 3)
(('1721', '531'), 3)
(('2692', '2710'), 4)
(('1997', '260'), 7)
(('2085', '1276'), 3)
(('2028', '1517'), 3)
(('671', '1219'), 3)
(('2581', '296'), 3)
(('2640', '1213'), 3)
(('50', '3897'), 4)
(('1294', '2791'), 3)
(('2739', '318'), 3)
(('2692', '1617'), 9)
(('3147', '32'), 3)
(('1527', '1584'), 3)
(('1097', '745'), 5)
(('2100', '3175'), 3)
(('1580', '1573'), 19)
(('17', '1617'), 5)
(('2571', '1876'), 4)
(('1291', '1214'), 11)
(('2762', '265'), 5)
(('1252', '904'), 11)
(('2420', '318'), 3)
(('2710', '2490'), 6)
(('3578', '1250'), 5)
(('3704', '1127'), 3)
(('10', '356'), 4)
(('1197', '296'), 9)
(('2496', '1917'), 3)
(('3364', '922'), 3)
(('1265', '1831'), 3)
(('2395', '1911'), 6)
(('1275', '2944'), 5)
(('1265', '1041'), 3)
(('3699', '1090'), 3)
(('3730', '480'), 3)
(('750', '3114'), 3)
(('3578', '2490'), 6)
(('24', '2701'), 6)
(('1580', '3481'), 7)
(('2985', '2054'), 6)
(('2858', '2070'), 3)
(('1676', '173'), 3)
(('2352', '1200'), 3)
(('1233', '3671'), 3)
(('2571', '2006'), 8)
(('3421', '1199'), 3)
(('3361', '1517'), 3)
(('377', '3755'), 4)
(('588', '21'), 6)
(('2628', '2359'), 4)
(('1876', '1270'), 4)
(('2203', '930'), 3)
(('2688', '913'), 4)
(('1', '2302'), 3)
(('2571', '1271'), 3)
(('1282', '3160'), 4)
(('3147', '3145'), 3)
(('1183', '3148'), 4)
(('1073', '318'), 3)
(('1958', '318'), 4)
(('3527', '924'), 7)
(('3510', '2683'), 3)
(('1292', '1240'), 3)
(('1183', '1094'), 7)
(('1674', '1214'), 5)
(('2804', '2997'), 5)
(('2858', '1066'), 3)
(('1407', '296'), 4)
(('762', '3578'), 3)
(('2081', '3751'), 5)
(('2699', '1208'), 4)
(('480', '379'), 4)
(('1282', '2080'), 4)
(('1259', '920'), 7)
(('260', '1127'), 19)
(('2355', '3471'), 3)
(('3363', '3608'), 3)
(('2085', '924'), 4)
(('454', '919'), 4)
(('2395', '1091'), 3)
(('2628', '165'), 3)
(('3147', '1127'), 5)
(('2407', '3070'), 3)
(('1197', '541'), 13)
(('1198', '912'), 12)
(('2599', '3255'), 5)
(('1193', '2987'), 7)
(('1193', '247'), 3)
(('1225', '1288'), 8)
(('593', '1682'), 4)
(('1704', '1304'), 3)
(('48', '1566'), 3)
(('2321', '3751'), 3)
(('2858', '1916'), 3)
(('356', '380'), 4)
(('2797', '2541'), 3)
(('608', '3408'), 7)
(('1029', '594'), 3)
(('3703', '745'), 3)
(('1517', '380'), 3)
(('3354', '3753'), 6)
(('3107', '480'), 4)
(('1617', '2268'), 5)
(('3809', '3792'), 3)
(('2710', '2683'), 9)
(('2706', '2763'), 8)
(('2628', '3'), 3)
(('1230', '905'), 5)
(('2294', '594'), 3)
(('1086', '3435'), 3)
(('1779', '3702'), 3)
(('3948', '3408'), 6)
(('317', '2640'), 3)
(('246', '3160'), 4)
(('2174', '296'), 3)
(('2288', '1089'), 3)
(('1259', '1957'), 3)
(('1196', '2019'), 3)
(('778', '1196'), 4)
(('260', '1073'), 9)
(('2976', '318'), 4)
(('2826', '2724'), 3)
(('589', '3555'), 10)
(('349', '377'), 5)
(('2571', '2428'), 4)
(('1954', '2804'), 3)
(('1196', '3301'), 3)
(('531', '318'), 3)
(('2406', '2080'), 5)
(('1079', '1721'), 4)
(('2761', '1959'), 4)
(('260', '2908'), 4)
(('2628', '379'), 5)
(('3238', '2712'), 3)
(('858', '1266'), 3)
(('2115', '2470'), 3)
(('3717', '2580'), 3)
(('1196', '1084'), 3)
(('3114', '2700'), 5)
(('2321', '539'), 3)
(('3752', '364'), 3)
(('1252', '3470'), 3)
(('608', '541'), 17)
(('2108', '1097'), 6)
(('1196', '2268'), 5)
(('3435', '1252'), 5)
(('2997', '514'), 5)
(('1188', '2289'), 4)
(('589', '2890'), 6)
(('293', '858'), 3)
(('2396', '260'), 9)
(('3196', '3359'), 3)
(('1265', '1188'), 9)
(('2396', '2966'), 3)
(('553', '110'), 4)
(('553', '2762'), 5)
(('608', '3006'), 14)
(('1212', '1256'), 3)
(('1960', '1270'), 3)
(('17', '1210'), 8)
(('17', '3471'), 4)
(('1387', '349'), 4)
(('3623', '318'), 4)
(('2915', '1221'), 4)
(('3448', '2987'), 4)
(('3578', '2762'), 9)
(('2858', '3174'), 18)
(('357', '3114'), 4)
(('2771', '3623'), 3)
(('1032', '1214'), 3)
(('930', '1198'), 5)
(('2160', '1171'), 3)
(('1073', '2054'), 3)
(('3793', '2096'), 3)
(('750', '1254'), 3)
(('2722', '2490'), 3)
(('3763', '2028'), 4)
(('39', '587'), 4)
(('2433', '2572'), 4)
(('377', '3623'), 4)
(('3751', '3006'), 3)
(('2015', '2355'), 3)
(('480', '1370'), 7)
(('1374', '1210'), 4)
(('2985', '1748'), 5)
(('410', '2762'), 3)
(('1608', '969'), 5)
(('1704', '2997'), 4)
(('454', '2858'), 4)
(('1275', '494'), 3)
(('454', '1876'), 3)
(('1376', '480'), 7)
(('1259', '1374'), 9)
(('3481', '3556'), 3)
(('110', '2683'), 11)
(('553', '50'), 4)
(('527', '2987'), 4)
(('480', '1171'), 3)
(('265', '3751'), 4)
(('260', '1831'), 3)
(('2797', '1213'), 4)
(('292', '919'), 4)
(('2396', '2772'), 3)
(('2858', '266'), 7)
(('3174', '2890'), 3)
(('3481', '2720'), 3)
(('2700', '3755'), 3)
(('356', '1136'), 3)
(('474', '1372'), 5)
(('1956', '3751'), 3)
(('2858', '3360'), 3)
(('161', '2336'), 3)
(('1275', '2617'), 3)
(('2861', '3052'), 3)
(('110', '595'), 9)
(('527', '3755'), 5)
(('356', '2490'), 3)
(('2115', '1242'), 4)
(('1594', '1270'), 3)
(('1923', '52'), 3)
(('260', '3882'), 3)
(('1704', '265'), 3)
(('1620', '356'), 4)
(('1729', '356'), 5)
(('2683', '924'), 4)
(('1580', '2160'), 7)
(('1225', '1721'), 4)
(('2959', '3578'), 5)
(('3515', '3300'), 3)
(('1198', '1304'), 12)
(('1569', '2567'), 3)
(('2959', '2333'), 4)
(('2657', '589'), 10)
(('2858', '1721'), 28)
(('3598', '3751'), 4)
(('1259', '2973'), 3)
(('3362', '3074'), 3)
(('435', '1213'), 3)
(('2', '1240'), 4)
(('2000', '349'), 8)
(('2291', '3174'), 3)
(('3793', '1676'), 5)
(('1127', '3174'), 5)
(('553', '3006'), 3)
(('2672', '2987'), 3)
(('2571', '2858'), 33)
(('1408', '1213'), 4)
(('2858', '3113'), 6)
(('2858', '1965'), 5)
(('2951', '2944'), 3)
(('17', '3260'), 5)
(('750', '1288'), 4)
(('50', '1834'), 3)
(('3062', '1270'), 3)
(('2997', '2804'), 4)
(('11', '1203'), 3)
(('260', '3555'), 8)
(('3703', '1294'), 3)
(('1201', '1304'), 4)
(('2393', '1210'), 4)
(('3176', '2826'), 6)
(('2991', '3256'), 4)
(('3526', '47'), 3)
(('1230', '32'), 4)
(('2716', '2572'), 5)
(('3614', '1953'), 4)
(('1148', '39'), 4)
(('2455', '2080'), 3)
(('1172', '318'), 3)
(('1968', '235'), 3)
(('1952', '858'), 8)
(('480', '2023'), 4)
(('1277', '318'), 5)
(('1197', '1221'), 10)
(('969', '1270'), 7)
(('2628', '1307'), 6)
(('2959', '3751'), 6)
(('3578', '736'), 4)
(('2160', '1270'), 3)
(('3067', '260'), 3)
(('1206', '442'), 5)
(('2502', '3481'), 4)
(('2699', '1573'), 8)
(('2273', '858'), 3)
(('2321', '380'), 3)
(('1952', '2300'), 3)
(('783', '1566'), 3)
(('2918', '904'), 3)
(('144', '1617'), 3)
(('1240', '1965'), 4)
(('1997', '2716'), 5)
(('1029', '3526'), 3)
(('3578', '2763'), 12)
(('296', '3751'), 6)
(('2706', '3897'), 4)
(('1291', '2858'), 3)
(('2398', '2396'), 3)
(('673', '2100'), 3)
(('372', '2028'), 3)
(('2694', '3751'), 3)
(('3203', '1093'), 3)
(('457', '1094'), 4)
(('3176', '3004'), 3)
(('1320', '589'), 4)
(('2683', '265'), 3)
(('1294', '1210'), 3)
(('2716', '3623'), 16)
(('3685', '1198'), 3)
(('919', '1923'), 8)
(('2761', '3114'), 8)
(('2353', '858'), 4)
(('1097', '2662'), 3)
(('2294', '1035'), 3)
(('2078', '1094'), 3)
(('2961', '2763'), 3)
(('1729', '50'), 3)
(('2792', '3555'), 3)
(('2108', '3006'), 3)
(('2628', '2672'), 3)
(('260', '1960'), 4)
(('1265', '910'), 4)
(('2396', '589'), 6)
(('1968', '3175'), 4)
(('2640', '2311'), 4)
(('1265', '357'), 10)
(('260', '2826'), 4)
(('1256', '910'), 4)
(('2699', '3147'), 4)
(('1704', '2763'), 6)
(('1663', '1270'), 5)
(('2797', '780'), 4)
(('3703', '3785'), 3)
(('110', '2762'), 24)
(('2108', '111'), 3)
(('2396', '2617'), 4)
(('2997', '265'), 8)
(('17', '912'), 6)
(('2140', '2987'), 5)
(('2997', '1250'), 3)
(('1247', '527'), 7)
(('922', '924'), 3)
(('2020', '1296'), 4)
(('3095', '3435'), 3)
(('1704', '1517'), 7)
(('2628', '47'), 4)
(('733', '1333'), 3)
(('454', '1375'), 3)
(('1921', '3897'), 3)
(('356', '2028'), 14)
(('2699', '3114'), 6)
(('307', '1089'), 4)
(('1213', '2997'), 4)
(('1275', '940'), 3)
(('3072', '2797'), 4)
(('165', '1610'), 3)
(('926', '904'), 4)
(('34', '1730'), 3)
(('1748', '1584'), 4)
(('2908', '2433'), 3)
(('1370', '3555'), 3)
(('858', '1965'), 10)
(('3527', '3510'), 3)
(('2571', '454'), 4)
(('3793', '442'), 4)
(('553', '588'), 3)
(('2188', '2541'), 5)
(('1258', '1610'), 3)
(('1391', '3114'), 3)
(('1721', '1240'), 8)
(('1196', '3948'), 3)
(('1204', '1213'), 3)
(('1230', '3114'), 5)
(('919', '3467'), 3)
(('50', '3081'), 3)
(('3263', '3363'), 3)
(('3499', '2529'), 3)
(('32', '1252'), 4)
(('2858', '2700'), 23)
(('17', '1094'), 5)
(('3745', '3751'), 9)
(('2188', '2997'), 3)
(('3703', '1374'), 5)
(('1077', '2529'), 6)
(('2395', '1250'), 6)
(('1196', '2194'), 8)
(('318', '3623'), 4)
(('2406', '1198'), 12)
(('1230', '3702'), 3)
(('1247', '905'), 3)
(('3793', '344'), 3)
(('593', '858'), 22)
(('1240', '318'), 12)
(('1208', '923'), 10)
(('1259', '1097'), 6)
(('2628', '1214'), 12)
(('3683', '1199'), 3)
(('2087', '2762'), 4)
(('2321', '2355'), 4)
(('1569', '1393'), 3)
(('2336', '920'), 3)
(('2716', '2629'), 3)
(('457', '780'), 3)
(('3153', '1197'), 3)
(('3147', '1923'), 3)
(('1198', '2028'), 17)
(('2723', '3408'), 3)
(('3770', '1127'), 3)
(('858', '3623'), 6)
(('474', '3624'), 3)
(('356', '3252'), 4)
(('110', '173'), 3)
(('1304', '3624'), 4)
(('1275', '2529'), 4)
(('1259', '1947'), 3)
(('2706', '3179'), 4)
(('1784', '2028'), 10)
(('1196', '1220'), 10)
(('3534', '260'), 6)
(('3809', '2324'), 6)
(('1370', '908'), 3)
(('2571', '247'), 3)
(('587', '3114'), 3)
(('1784', '539'), 4)
(('2692', '1213'), 8)
(('1265', '2070'), 3)
(('858', '2858'), 14)
(('3255', '3052'), 3)
(('3578', '1234'), 3)
(('2628', '1377'), 5)
(('3534', '529'), 3)
(('2058', '2396'), 4)
(('1597', '1210'), 3)
(('3107', '527'), 4)
(('1210', '1927'), 4)
(('2359', '318'), 5)
(('2692', '356'), 4)
(('1370', '1240'), 6)
(('1374', '2662'), 3)
(('589', '2006'), 6)
(('913', '589'), 4)
(('2761', '318'), 6)
(('3005', '2710'), 7)
(('2688', '1270'), 6)
(('2571', '899'), 5)
(('2329', '1912'), 3)
(('1792', '3623'), 4)
(('588', '2081'), 6)
(('2706', '3053'), 3)
(('648', '924'), 3)
(('2699', '2881'), 8)
(('1197', '2096'), 3)
(('1961', '3671'), 3)
(('590', '3408'), 5)
(('3185', '1721'), 3)
(('2723', '2791'), 3)
(('1201', '1210'), 9)
(('1748', '1214'), 7)
(('2694', '296'), 3)
(('1500', '1042'), 5)
(('2688', '1225'), 3)
(('2598', '1093'), 3)
(('3246', '1240'), 3)
(('2395', '1213'), 6)
(('1301', '1374'), 3)
(('2001', '52'), 3)
(('3793', '223'), 8)
(('86', '2706'), 3)
(('435', '150'), 3)
(('34', '222'), 3)
(('2000', '1240'), 10)
(('1917', '1584'), 4)
(('2571', '1711'), 3)
(('50', '474'), 4)
(('2716', '1674'), 3)
(('2288', '1215'), 3)
(('3256', '1968'), 3)
(('1274', '1214'), 5)
(('3468', '1396'), 3)
(('494', '1371'), 3)
(('1221', '1304'), 3)
(('3363', '2716'), 4)
(('3510', '3751'), 8)
(('2858', '3484'), 6)
(('3360', '1200'), 3)
(('2706', '2710'), 12)
(('2706', '2302'), 4)
(('2657', '293'), 4)
(('356', '1210'), 12)
(('2916', '3114'), 5)
(('2889', '3147'), 4)
(('2959', '265'), 3)
(('2313', '1247'), 3)
(('2795', '1240'), 3)
(('1580', '2542'), 4)
(('608', '1834'), 5)
(('1282', '1198'), 5)
(('1356', '2617'), 3)
(('1527', '2622'), 4)
(('3752', '1513'), 3)
(('1197', '648'), 3)
(('3450', '2791'), 7)
(('3105', '1094'), 3)
(('150', '3301'), 3)
(('3578', '70'), 4)
(('3016', '2428'), 4)
(('2599', '1270'), 12)
(('1544', '3755'), 5)
(('2713', '2734'), 3)
(('3897', '3618'), 4)
(('919', '3702'), 5)
(('3072', '1221'), 4)
(('2193', '2054'), 3)
(('3793', '1136'), 9)
(('1517', '1197'), 3)
(('593', '2291'), 15)
(('2701', '2541'), 6)
(('1', '1213'), 4)
(('3793', '2539'), 3)
(('16', '2580'), 3)
(('2140', '2100'), 3)
(('2699', '3512'), 3)
(('2628', '3683'), 3)
(('2959', '70'), 4)
(('3617', '3751'), 6)
(('1704', '1196'), 13)
(('647', '2353'), 3)
(('3809', '1513'), 5)
(('356', '2390'), 3)
(('1219', '1278'), 4)
(('3408', '1210'), 5)
(('2692', '3083'), 3)
(('1230', '3543'), 3)
(('1259', '3173'), 7)
(('1544', '1769'), 3)
(('3752', '3744'), 5)
(('608', '3081'), 6)
(('2881', '913'), 5)
(('2126', '318'), 4)
(('2571', '2529'), 10)
(('1196', '1019'), 3)
(('2028', '3098'), 3)
(('2193', '1199'), 3)
(('750', '910'), 5)
(('590', '1210'), 3)
(('198', '2640'), 3)
(('1193', '1090'), 6)
(('1147', '1221'), 5)
(('2706', '1089'), 3)
(('1885', '2289'), 4)
(('3062', '1214'), 4)
(('2919', '1302'), 3)
(('454', '1625'), 4)
(('908', '913'), 4)
(('2761', '2826'), 3)
(('551', '3555'), 3)
(('1376', '527'), 5)
(('3683', '923'), 6)
(('3039', '318'), 4)
(('17', '920'), 5)
(('2289', '1963'), 3)
